assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_034422775.1	PRJNA224116	SAMN38635275	na	na	470	470	Acinetobacter baumannii	strain=Nord12-3	na	latest	Complete Genome	Major	Full	2023-12-16	ASM3442277v1	Leibniz Institute of Photonic Technology	GCA_034422775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/422/775/GCF_034422775.1_ASM3442277v1/	na	na	na	haploid	bacteria	4072119	4072119	39.000000	10	10	10	NCBI RefSeq	GCF_034422775.1-RS_2025_08_19	2025-08-19	3971	3703	95	na
GCF_034422815.1	PRJNA224116	SAMN38635811	na	na	470	470	Acinetobacter baumannii	strain=B84	na	latest	Complete Genome	Major	Full	2023-12-16	ASM3442281v1	Leibniz Institute of Photonic Technology	GCA_034422815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/422/815/GCF_034422815.1_ASM3442281v1/	na	na	na	haploid	bacteria	4125814	4125814	39.000000	3	3	3	NCBI RefSeq	GCF_034422815.1-RS_2026_02_10	2026-02-10	4000	3691	96	na
GCF_034494405.1	PRJNA224116	SAMN36514289	na	na	470	470	Acinetobacter baumannii	strain=2023CK-00893	na	latest	Complete Genome	Major	Full	2023-12-20	ASM3449440v1	Utah Public Health Laboratory Infectious Disease submission group	GCA_034494405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/494/405/GCF_034494405.1_ASM3449440v1/	na	na	na	haploid	bacteria	4312633	4312633	39.000000	5	5	5	NCBI RefSeq	GCF_034494405.1-RS_2026_02_09	2026-02-09	4145	3944	97	na
GCF_035666135.1	PRJNA224116	SAMN39285741	na	na	470	470	Acinetobacter baumannii	strain=EMB-1	na	latest	Complete Genome	Major	Full	2024-01-16	ASM3566613v1	Nanjing University of Science and Technology	GCA_035666135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/666/135/GCF_035666135.1_ASM3566613v1/	na	na	na	haploid	bacteria	3892683	3892683	39.000000	1	1	1	NCBI RefSeq	GCF_035666135.1-RS_2026_01_15	2026-01-15	3686	3524	95	na
GCF_035753605.1	PRJNA224116	SAMN39326139	na	na	470	470	Acinetobacter baumannii	strain=A20AB13	na	latest	Complete Genome	Major	Full	2024-01-17	ASM3575360v1	National Institute of Health	GCA_035753605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/753/605/GCF_035753605.1_ASM3575360v1/	na	na	na	haploid	bacteria	3918444	3918444	39.000000	1	1	1	NCBI RefSeq	GCF_035753605.1-RS_2026_01_18	2026-01-18	3709	3532	95	na
GCF_035754475.1	PRJNA224116	SAMN39326237	na	na	470	470	Acinetobacter baumannii	strain=C20AB01	na	latest	Complete Genome	Major	Full	2024-01-17	ASM3575447v1	National Institute of Health	GCA_035754475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/754/475/GCF_035754475.1_ASM3575447v1/	na	na	na	haploid	bacteria	3958574	3958574	39.000000	1	1	1	NCBI RefSeq	GCF_035754475.1-RS_2026_01_18	2026-01-18	3810	3629	95	na
GCF_035937495.1	PRJNA224116	SAMN38865782	na	na	470	470	Acinetobacter baumannii	strain=38	na	latest	Complete Genome	Major	Full	2024-01-22	ASM3593749v1	Teesside University	GCA_035937495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/937/495/GCF_035937495.1_ASM3593749v1/	na	na	na	haploid	bacteria	4038658	4038658	39.000000	1	1	1	NCBI RefSeq	GCF_035937495.1-RS_2026_01_21	2026-01-21	3970	3698	73	na
GCF_036287255.1	PRJNA224116	SAMN39326197	na	na	470	470	Acinetobacter baumannii	strain=B20AB01	na	latest	Complete Genome	Major	Full	2024-01-28	ASM3628725v1	National Institute of Health	GCA_036287255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/287/255/GCF_036287255.1_ASM3628725v1/	na	na	na	haploid	bacteria	3934477	3934477	39.000000	4	4	4	NCBI RefSeq	GCF_036287255.1-RS_2026_01_30	2026-01-30	3822	3649	95	na
GCF_036287275.1	PRJNA224116	SAMN39326236	na	na	470	470	Acinetobacter baumannii	strain=B20AB10	na	latest	Complete Genome	Major	Full	2024-01-28	ASM3628727v1	National Institute of Health	GCA_036287275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/287/275/GCF_036287275.1_ASM3628727v1/	na	na	na	haploid	bacteria	4093102	4093102	39.000000	4	4	4	NCBI RefSeq	GCF_036287275.1-RS_2026_01_30	2026-01-30	3981	3802	96	na
GCF_036601155.1	PRJNA224116	SAMN39855183	na	na	470	470	Acinetobacter baumannii	strain=AB5075	na	latest	Complete Genome	Major	Full	2024-04-05	AB5075_UoB_1.0	University of Birmingham	GCA_036601155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/601/155/GCF_036601155.1_AB5075_UoB_1.0/	na	na	na	haploid	bacteria	4018113	4018113	39.000000	4	4	4	NCBI RefSeq	GCF_036601155.1-RS_2025_04_14	2025-04-14	3912	3760	96	na
GCF_036602705.1	PRJNA224116	SAMN39855236	na	na	470	470	Acinetobacter baumannii	strain=AB5075	grey variant	latest	Complete Genome	Major	Full	2024-04-05	AB5075_UoB_gtr52_SAba13_1.0	University of Birmingham	GCA_036602705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/602/705/GCF_036602705.1_AB5075_UoB_gtr52_SAba13_1.0/	na	na	na	haploid	bacteria	4032581	4032581	39.000000	3	3	3	NCBI RefSeq	GCF_036602705.1-RS_2025_04_05	2025-04-05	3939	3785	96	na
GCF_036718155.1	PRJNA224116	SAMN39998251	na	na	470	470	Acinetobacter baumannii	strain=2024CK-00130	na	latest	Complete Genome	Major	Full	2024-04-06	ASM3671815v2	Utah Public Health Laboratory Infectious Disease submission group	GCA_036718155.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/718/155/GCF_036718155.1_ASM3671815v2/	na	na	na	haploid	bacteria	4033449	4033449	39.000000	3	3	3	NCBI RefSeq	GCF_036718155.1-RS_2025_04_21	2025-04-21	3920	3735	95	na
GCF_036870965.1	PRJNA224116	SAMN39325909	na	na	470	470	Acinetobacter baumannii	strain=A20AB02	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3687096v1	National Institute of Health	GCA_036870965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/870/965/GCF_036870965.1_ASM3687096v1/	na	na	na	haploid	bacteria	3963028	3963028	39.000000	7	7	7	NCBI RefSeq	GCF_036870965.1-RS_2025_04_17	2025-04-17	3829	3631	95	na
GCF_037008665.1	PRJNA224116	SAMN40254323	na	na	470	470	Acinetobacter baumannii	strain=2024CK-00250	na	latest	Complete Genome	Major	Full	2024-04-06	ASM3700866v2	Utah Public Health Laboratory Infectious Disease submission group	GCA_037008665.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/008/665/GCF_037008665.1_ASM3700866v2/	na	na	na	haploid	bacteria	4181773	4181773	39.000000	5	5	5	NCBI RefSeq	GCF_037008665.1-RS_2025_04_22	2025-04-22	4078	3890	94	na
GCF_037008745.1	PRJNA224116	SAMN40254326	na	na	470	470	Acinetobacter baumannii	strain=2024CK-00246	na	latest	Complete Genome	Major	Full	2024-05-24	ASM3700874v2	Utah Public Health Laboratory Infectious Disease submission group	GCA_037008745.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/008/745/GCF_037008745.1_ASM3700874v2/	na	na	na	haploid	bacteria	4239050	4239050	39.000000	3	3	3	NCBI RefSeq	GCF_037008745.1-RS_2025_06_02	2025-06-02	4135	3921	96	na
GCF_037039675.1	PRJNA224116	SAMN39325193	na	na	470	470	Acinetobacter baumannii	strain=G20AB08	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3703967v1	National Institute of Health	GCA_037039675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/039/675/GCF_037039675.1_ASM3703967v1/	na	na	na	haploid	bacteria	3948245	3948245	39.000000	1	1	1	NCBI RefSeq	GCF_037039675.1-RS_2025_04_17	2025-04-17	3783	3576	94	na
GCF_037215885.1	PRJNA224116	SAMN40374610	na	na	470	470	Acinetobacter baumannii	strain=LZFZ3604	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3721588v1	Southwest Medical University	GCA_037215885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/215/885/GCF_037215885.1_ASM3721588v1/	na	na	na	haploid	bacteria	4122404	4122404	39.000000	3	3	3	NCBI RefSeq	GCF_037215885.1-RS_2025_04_12	2025-04-12	3999	3816	95	na
GCF_037429075.1	PRJNA224116	SAMN40557119	na	na	470	470	Acinetobacter baumannii	strain=2024CK-00278	na	latest	Complete Genome	Major	Full	2024-11-02	2024CK-00278	Utah Public Health Laboratory Infectious Disease submission group	GCA_037429075.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/429/075/GCF_037429075.1_2024CK-00278/	na	na	na	haploid	bacteria	4239100	4239100	39.000000	3	3	3	NCBI RefSeq	GCF_037429075.1-RS_2024_12_02	2024-12-02	4134	3920	96	na
GCF_037751415.1	PRJNA224116	SAMN40632425	na	na	470	470	Acinetobacter baumannii	strain=2024CK-00329	na	latest	Complete Genome	Major	Full	2024-11-02	ASM3775141v2	Utah Public Health Laboratory Infectious Disease submission group	GCA_037751415.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/751/415/GCF_037751415.1_ASM3775141v2/	na	na	na	haploid	bacteria	4197350	4197350	39.000000	5	5	5	NCBI RefSeq	GCF_037751415.1-RS_2024_12_02	2024-12-02	4100	3901	94	na
GCF_037939845.1	PRJNA224116	SAMN40558820	na	na	470	470	Acinetobacter baumannii	strain=AB7276	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3793984v1	The Second Hospital of Hebei Medical University	GCA_037939845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/939/845/GCF_037939845.1_ASM3793984v1/	na	na	na	haploid	bacteria	3949835	3949835	39.000000	3	3	3	NCBI RefSeq	GCF_037939845.1-RS_2025_04_17	2025-04-17	3836	3625	96	na
GCF_038069235.1	PRJNA224116	SAMN40921371	na	na	470	470	Acinetobacter baumannii	strain=2024CK-00375	na	latest	Complete Genome	Major	Full	2024-06-12	ASM3806923v2	Utah Public Health Laboratory Infectious Disease submission group	GCA_038069235.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/069/235/GCF_038069235.1_ASM3806923v2/	na	na	na	haploid	bacteria	4026995	4026995	39.000000	3	3	3	NCBI RefSeq	GCF_038069235.1-RS_2025_06_23	2025-06-23	3884	3712	95	na
GCF_038069255.1	PRJNA224116	SAMN40921370	na	na	470	470	Acinetobacter baumannii	strain=2024CK-00376	na	latest	Complete Genome	Major	Full	2024-06-12	ASM3806925v2	Utah Public Health Laboratory Infectious Disease submission group	GCA_038069255.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/069/255/GCF_038069255.1_ASM3806925v2/	na	na	na	haploid	bacteria	4026412	4026412	39.000000	3	3	3	NCBI RefSeq	GCF_038069255.1-RS_2025_06_23	2025-06-23	3873	3691	95	na
GCF_038418265.1	PRJNA224116	SAMN41020280	na	na	470	470	Acinetobacter baumannii	strain=2024CK-00452	na	latest	Complete Genome	Major	Full	2024-06-12	ASM3841826v2	Utah Public Health Laboratory Infectious Disease submission group	GCA_038418265.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/418/265/GCF_038418265.1_ASM3841826v2/	na	na	na	haploid	bacteria	3942483	3942483	39.000000	2	2	2	NCBI RefSeq	GCF_038418265.1-RS_2025_06_23	2025-06-23	3775	3605	95	na
GCF_038418285.1	PRJNA224116	SAMN41020282	na	na	470	470	Acinetobacter baumannii	strain=2024CK-00461	na	latest	Complete Genome	Major	Full	2024-11-02	ASM3841828v2	Utah Public Health Laboratory Infectious Disease submission group	GCA_038418285.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/418/285/GCF_038418285.1_ASM3841828v2/	na	na	na	haploid	bacteria	4051304	4051304	39.000000	3	3	3	NCBI RefSeq	GCF_038418285.1-RS_2024_12_02	2024-12-02	3920	3749	94	na
GCF_038418365.1	PRJNA224116	SAMN41020287	na	na	470	470	Acinetobacter baumannii	strain=2024CK-00462	na	latest	Complete Genome	Major	Full	2024-06-12	ASM3841836v2	Utah Public Health Laboratory Infectious Disease submission group	GCA_038418365.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/418/365/GCF_038418365.1_ASM3841836v2/	na	na	na	haploid	bacteria	4087516	4087516	39.000000	3	3	3	NCBI RefSeq	GCF_038418365.1-RS_2025_06_23	2025-06-23	4017	3768	94	na
GCF_038441195.1	PRJNA224116	SAMN36766192	na	na	470	470	Acinetobacter baumannii	strain=2008S11-069	na	latest	Complete Genome	Major	Full	2024-04-25	ASM3844119v1	National Health Research Institutes	GCA_038441195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/441/195/GCF_038441195.1_ASM3844119v1/	na	na	na	haploid	bacteria	4112771	4112771	39.000000	4	4	4	NCBI RefSeq	GCF_038441195.1-RS_2025_04_24	2025-04-24	3985	3818	97	na
GCF_038441205.1	PRJNA224116	SAMN36766191	na	na	470	470	Acinetobacter baumannii	strain=2006S08-082	na	latest	Complete Genome	Major	Full	2024-04-25	ASM3844120v1	National Health Research Institutes	GCA_038441205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/441/205/GCF_038441205.1_ASM3844120v1/	na	na	na	haploid	bacteria	4224788	4224788	39.000000	4	4	4	NCBI RefSeq	GCF_038441205.1-RS_2025_04_24	2025-04-24	4101	3942	97	na
GCF_038441215.1	PRJNA224116	SAMN36766190	na	na	470	470	Acinetobacter baumannii	strain=2008C02-166	na	latest	Complete Genome	Major	Full	2024-04-25	ASM3844121v1	National Health Research Institutes	GCA_038441215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/441/215/GCF_038441215.1_ASM3844121v1/	na	na	na	haploid	bacteria	4303228	4303228	39.000000	3	3	3	NCBI RefSeq	GCF_038441215.1-RS_2025_04_24	2025-04-24	4213	4040	97	na
GCF_038441225.1	PRJNA224116	SAMN36766189	na	na	470	470	Acinetobacter baumannii	strain=2010N16-194	na	latest	Complete Genome	Major	Full	2024-04-25	ASM3844122v1	National Health Research Institutes	GCA_038441225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/441/225/GCF_038441225.1_ASM3844122v1/	na	na	na	haploid	bacteria	3931757	3931757	39.000000	2	2	2	NCBI RefSeq	GCF_038441225.1-RS_2025_04_24	2025-04-24	3781	3626	95	na
GCF_038441235.1	PRJNA224116	SAMN36766188	na	na	470	470	Acinetobacter baumannii	strain=2008N08-156	na	latest	Complete Genome	Major	Full	2024-04-25	ASM3844123v1	National Health Research Institutes	GCA_038441235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/441/235/GCF_038441235.1_ASM3844123v1/	na	na	na	haploid	bacteria	4124926	4124926	39.000000	3	3	3	NCBI RefSeq	GCF_038441235.1-RS_2025_04_24	2025-04-24	4011	3829	98	na
GCF_038441245.1	PRJNA224116	SAMN36766187	na	na	470	470	Acinetobacter baumannii	strain=2010C01-165	na	latest	Complete Genome	Major	Full	2024-04-25	ASM3844124v1	National Health Research Institutes	GCA_038441245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/441/245/GCF_038441245.1_ASM3844124v1/	na	na	na	haploid	bacteria	4106504	4106504	39.000000	2	2	2	NCBI RefSeq	GCF_038441245.1-RS_2025_04_24	2025-04-24	3981	3789	97	na
GCF_038441255.1	PRJNA224116	SAMN36766186	na	na	470	470	Acinetobacter baumannii	strain=2010N17-053	na	latest	Complete Genome	Major	Full	2024-04-25	ASM3844125v1	National Health Research Institutes	GCA_038441255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/441/255/GCF_038441255.1_ASM3844125v1/	na	na	na	haploid	bacteria	4008400	4008400	39.000000	3	3	3	NCBI RefSeq	GCF_038441255.1-RS_2025_04_24	2025-04-24	3877	3703	96	na
GCF_038441325.1	PRJNA224116	SAMN37223190	na	na	470	470	Acinetobacter baumannii	strain=CRAb2	na	latest	Complete Genome	Major	Full	2024-04-25	ASM3844132v1	University Medical Center Groningen	GCA_038441325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/441/325/GCF_038441325.1_ASM3844132v1/	na	na	na	haploid	bacteria	4351879	4351879	39.000000	6	6	6	NCBI RefSeq	GCF_038441325.1-RS_2025_04_24	2025-04-24	4228	4021	96	na
GCF_038442095.1	PRJNA224116	SAMN37223189	na	na	470	470	Acinetobacter baumannii	strain=CRAb1	na	latest	Complete Genome	Major	Full	2024-04-25	ASM3844209v1	University Medical Center Groningen	GCA_038442095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/442/095/GCF_038442095.1_ASM3844209v1/	na	na	na	haploid	bacteria	4181264	4181264	39.000000	5	5	5	NCBI RefSeq	GCF_038442095.1-RS_2025_04_24	2025-04-24	4040	3833	96	na
GCF_038442125.1	PRJNA224116	SAMN37223188	na	na	470	470	Acinetobacter baumannii	strain=Ab1	na	latest	Complete Genome	Major	Full	2024-04-25	ASM3844212v1	University Medical Center Groningen	GCA_038442125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/442/125/GCF_038442125.1_ASM3844212v1/	na	na	na	haploid	bacteria	3986183	3986183	39.000000	3	3	3	NCBI RefSeq	GCF_038442125.1-RS_2025_04_24	2025-04-24	3860	3673	95	na
GCF_038442225.1	PRJNA224116	SAMN40971052	na	na	470	470	Acinetobacter baumannii	strain=40288-CIRI	na	latest	Complete Genome	Major	Full	2024-04-25	CIRI-40288	Inserm	GCA_038442225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/442/225/GCF_038442225.1_CIRI-40288/	na	na	na	haploid	bacteria	4230633	4230633	39.000000	2	2	2	NCBI RefSeq	GCF_038442225.1-RS_2025_04_24	2025-04-24	4070	3889	95	na
GCF_038442235.1	PRJNA224116	SAMN40971051	na	na	470	470	Acinetobacter baumannii	strain=F19-10-CH8	na	latest	Complete Genome	Major	Full	2024-04-25	CIRI-F19-10-CH8	Inserm	GCA_038442235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/442/235/GCF_038442235.1_CIRI-F19-10-CH8/	na	na	na	haploid	bacteria	4129841	4129841	39.000000	2	2	2	NCBI RefSeq	GCF_038442235.1-RS_2025_04_24	2025-04-24	3952	3756	96	na
GCF_038442265.1	PRJNA224116	SAMN40971050	na	na	470	470	Acinetobacter baumannii	strain=F19-10-CH6	na	latest	Complete Genome	Major	Full	2024-04-25	CIRI-F19-10-CH6	Inserm	GCA_038442265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/442/265/GCF_038442265.1_CIRI-F19-10-CH6/	na	na	na	haploid	bacteria	4145225	4145225	39.000000	2	2	2	NCBI RefSeq	GCF_038442265.1-RS_2025_04_24	2025-04-24	3968	3777	96	na
GCF_038442275.1	PRJNA224116	SAMN40971049	na	na	470	470	Acinetobacter baumannii	strain=F19-10-CH3	na	latest	Complete Genome	Major	Full	2024-04-25	CIRI-F19-10-CH3	Inserm	GCA_038442275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/442/275/GCF_038442275.1_CIRI-F19-10-CH3/	na	na	na	haploid	bacteria	4172967	4172967	39.000000	2	2	2	NCBI RefSeq	GCF_038442275.1-RS_2025_04_24	2025-04-24	4017	3819	96	na
GCF_038442285.1	PRJNA224116	SAMN40971048	na	na	470	470	Acinetobacter baumannii	strain=F19-10-MH12	na	latest	Complete Genome	Major	Full	2024-04-25	CIRI-F19-10-MH12	Inserm	GCA_038442285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/442/285/GCF_038442285.1_CIRI-F19-10-MH12/	na	na	na	haploid	bacteria	3877559	3877559	39.000000	1	1	1	NCBI RefSeq	GCF_038442285.1-RS_2025_04_24	2025-04-24	3744	3517	95	na
GCF_038442295.1	PRJNA224116	SAMN40971047	na	na	470	470	Acinetobacter baumannii	strain=F19-10-MH6	na	latest	Complete Genome	Major	Full	2024-04-25	CIRI-F19-10-MH6	Inserm	GCA_038442295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/442/295/GCF_038442295.1_CIRI-F19-10-MH6/	na	na	na	haploid	bacteria	3824112	3824112	39.000000	2	2	2	NCBI RefSeq	GCF_038442295.1-RS_2025_04_24	2025-04-24	3719	3526	96	na
GCF_038442305.1	PRJNA224116	SAMN40971046	na	na	470	470	Acinetobacter baumannii	strain=F19-10-9	na	latest	Complete Genome	Major	Full	2024-04-25	CIRI-F19-10-9	Inserm	GCA_038442305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/442/305/GCF_038442305.1_CIRI-F19-10-9/	na	na	na	haploid	bacteria	4013624	4013624	39.000000	1	1	1	NCBI RefSeq	GCF_038442305.1-RS_2025_04_24	2025-04-24	3873	3670	96	na
GCF_038442375.1	PRJNA224116	SAMN40971045	na	na	470	470	Acinetobacter baumannii	strain=F19-10-8	na	latest	Complete Genome	Major	Full	2024-04-25	CIRI-F19-10-8	Inserm	GCA_038442375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/442/375/GCF_038442375.1_CIRI-F19-10-8/	na	na	na	haploid	bacteria	4104204	4104204	39.000000	2	2	2	NCBI RefSeq	GCF_038442375.1-RS_2025_04_24	2025-04-24	3912	3719	96	na
GCF_038442385.1	PRJNA224116	SAMN40971044	na	na	470	470	Acinetobacter baumannii	strain=F19-10-4	na	latest	Complete Genome	Major	Full	2024-04-25	CIRI-F19-10-4	Inserm	GCA_038442385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/442/385/GCF_038442385.1_CIRI-F19-10-4/	na	na	na	haploid	bacteria	3819939	3819939	39.000000	2	2	2	NCBI RefSeq	GCF_038442385.1-RS_2025_04_24	2025-04-24	3713	3525	96	na
GCF_038442395.1	PRJNA224116	SAMN40971043	na	na	470	470	Acinetobacter baumannii	strain=F19-10-2	na	latest	Complete Genome	Major	Full	2024-04-25	CIRI-F19-10-2	Inserm	GCA_038442395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/442/395/GCF_038442395.1_CIRI-F19-10-2/	na	na	na	haploid	bacteria	4015145	4015145	39.000000	1	1	1	NCBI RefSeq	GCF_038442395.1-RS_2025_04_24	2025-04-24	3874	3668	96	na
GCF_038442405.1	PRJNA224116	SAMN40971042	na	na	470	470	Acinetobacter baumannii	strain=F19-02	na	latest	Complete Genome	Major	Full	2024-04-25	CIRI-F19-02	Inserm	GCA_038442405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/442/405/GCF_038442405.1_CIRI-F19-02/	na	na	na	haploid	bacteria	4121084	4121084	39.000000	2	2	2	NCBI RefSeq	GCF_038442405.1-RS_2025_04_24	2025-04-24	3916	3732	96	na
GCF_038442415.1	PRJNA224116	SAMN40971041	na	na	470	470	Acinetobacter baumannii	strain=F18-02	na	latest	Complete Genome	Major	Full	2024-04-25	CIRI-F18-02	Inserm	GCA_038442415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/442/415/GCF_038442415.1_CIRI-F18-02/	na	na	na	haploid	bacteria	4164186	4164186	39.000000	2	2	2	NCBI RefSeq	GCF_038442415.1-RS_2025_04_24	2025-04-24	3975	3793	96	na
GCF_038442425.1	PRJNA224116	SAMN40971040	na	na	470	470	Acinetobacter baumannii	strain=F16-05	na	latest	Complete Genome	Major	Full	2024-04-25	CIRI-F16-05	Inserm	GCA_038442425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/442/425/GCF_038442425.1_CIRI-F16-05/	na	na	na	haploid	bacteria	4206502	4206502	39.000000	2	2	2	NCBI RefSeq	GCF_038442425.1-RS_2025_04_24	2025-04-24	4040	3854	96	na
GCF_038442555.1	PRJNA224116	SAMN40971039	na	na	470	470	Acinetobacter baumannii	strain=F15-06	na	latest	Complete Genome	Major	Full	2024-04-25	CIRI-F15-06	Inserm	GCA_038442555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/442/555/GCF_038442555.1_CIRI-F15-06/	na	na	na	haploid	bacteria	4174738	4174738	39.000000	2	2	2	NCBI RefSeq	GCF_038442555.1-RS_2025_04_24	2025-04-24	4018	3829	96	na
GCF_038442565.1	PRJNA224116	SAMN40971038	na	na	470	470	Acinetobacter baumannii	strain=F15-02	na	latest	Complete Genome	Major	Full	2024-04-25	CIRI-F15-02	Inserm	GCA_038442565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/442/565/GCF_038442565.1_CIRI-F15-02/	na	na	na	haploid	bacteria	4207521	4207521	39.000000	2	2	2	NCBI RefSeq	GCF_038442565.1-RS_2025_04_24	2025-04-24	4044	3854	96	na
GCF_038442575.1	PRJNA224116	SAMN40971037	na	na	470	470	Acinetobacter baumannii	strain=F15-01B	na	latest	Complete Genome	Major	Full	2024-04-25	CIRI-F15-01B	Inserm	GCA_038442575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/442/575/GCF_038442575.1_CIRI-F15-01B/	na	na	na	haploid	bacteria	4209406	4209406	39.000000	2	2	2	NCBI RefSeq	GCF_038442575.1-RS_2025_04_24	2025-04-24	4043	3854	96	na
GCF_038442585.1	PRJNA224116	SAMN40971036	na	na	470	470	Acinetobacter baumannii	strain=F15-01A	na	latest	Complete Genome	Major	Full	2024-04-25	CIRI-F15-01A	Inserm	GCA_038442585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/442/585/GCF_038442585.1_CIRI-F15-01A/	na	na	na	haploid	bacteria	4209389	4209389	39.000000	2	2	2	NCBI RefSeq	GCF_038442585.1-RS_2025_04_24	2025-04-24	4044	3858	96	na
